season,team,bbrID,reason,dpm,relation,round,game
2008,DET,johnsam01,Did Not Play,1.62,opponent,3,6
2008,BOS,allento01,Inactive,0.17,winner,3,6
2008,LAL,arizatr01,Did Not Play,1.19,opponent,4,1
2008,BOS,allento01,Did Not Play,0.17,winner,4,1
2008,LAL,bynuman01,Inactive,1.04,opponent,4,1
2008,BOS,allento01,Did Not Play,0.17,winner,4,2
2008,LAL,bynuman01,Inactive,1.04,opponent,4,2
2008,BOS,allento01,Did Not Play,0.17,winner,4,3
2008,LAL,bynuman01,Inactive,1.04,opponent,4,3
2008,LAL,bynuman01,Inactive,1.04,opponent,4,4
2008,BOS,perkike01,Inactive,0.77,winner,4,5
2008,LAL,bynuman01,Inactive,1.04,opponent,4,5
2008,LAL,bynuman01,Inactive,1.04,opponent,4,6
2009,CHI,denglu01,Inactive,0.21,other,1,1
2009,BOS,garneke01,Inactive,6.56,other,1,1
2009,HOU,mcgratr01,Inactive,1.39,other,1,1
2009,SAS,ginobma01,Inactive,5.01,other,1,1
2009,UTA,fesenky01,Did Not Play,0.13,opponent,1,1
2009,UTA,okurme01,Inactive,0.41,opponent,1,1
2009,PHI,brandel01,Inactive,0.49,other,1,1
2009,ORL,nelsoja01,Inactive,3.25,other,1,1
2009,CHI,thomati01,Did Not Play,0.25,other,1,2
2009,CHI,denglu01,Inactive,0.21,other,1,2
2009,BOS,garneke01,Inactive,6.56,other,1,2
2009,SAS,ginobma01,Inactive,5.01,other,1,2
2009,UTA,fesenky01,Did Not Play,0.13,opponent,1,2
2009,UTA,okurme01,Inactive,0.41,opponent,1,2
2009,HOU,mcgratr01,Inactive,1.39,other,1,2
2009,MIA,quinnch01,Did Not Play,0.3,other,1,2
2009,DEN,balkmre01,Did Not Play,1.5,other,1,2
2009,PHI,brandel01,Inactive,0.49,other,1,2
2009,ORL,nelsoja01,Inactive,3.25,other,1,2
2009,BOS,garneke01,Inactive,6.56,other,1,3
2009,BOS,powele01,Inactive,1.15,other,1,3
2009,CHI,denglu01,Inactive,0.21,other,1,3
2009,SAS,ginobma01,Inactive,5.01,other,1,3
2009,UTA,fesenky01,Did Not Play,0.13,opponent,1,3
2009,UTA,okurme01,Inactive,0.41,opponent,1,3
2009,DET,johnsam01,Did Not Play,1.2,other,1,3
2009,HOU,mcgratr01,Inactive,1.39,other,1,3
2009,ORL,nelsoja01,Inactive,3.25,other,1,3
2009,PHI,brandel01,Inactive,0.49,other,1,3
2009,SAS,ginobma01,Inactive,5.01,other,1,4
2009,ATL,willima02,Inactive,0.1,other,1,3
2009,DEN,balkmre01,Did Not Play,1.5,other,1,3
2009,UTA,fesenky01,Inactive,0.13,opponent,1,4
2009,CHI,thomati01,Did Not Play,0.25,other,1,4
2009,BOS,garneke01,Inactive,6.56,other,1,4
2009,BOS,powele01,Inactive,1.15,other,1,4
2009,CHI,denglu01,Inactive,0.21,other,1,4
2009,HOU,mcgratr01,Inactive,1.39,other,1,4
2009,ORL,nelsoja01,Inactive,3.25,other,1,4
2009,PHI,brandel01,Inactive,0.49,other,1,4
2009,UTA,fesenky01,Inactive,0.13,opponent,1,5
2009,MIA,quinnch01,Did Not Play,0.3,other,1,4
2009,ATL,willima02,Inactive,0.1,other,1,4
2009,MIA,moonja01,Inactive,1.18,other,1,4
2009,CHI,thomati01,Did Not Play,0.25,other,1,5
2009,CHI,denglu01,Inactive,0.21,other,1,5
2009,BOS,garneke01,Inactive,6.56,other,1,5
2009,BOS,powele01,Inactive,1.15,other,1,5
2009,PHI,brandel01,Inactive,0.49,other,1,5
2009,ORL,nelsoja01,Inactive,3.25,other,1,5
2009,HOU,mcgratr01,Inactive,1.39,other,1,5
2009,DAL,singlja01,Did Not Play,0.34,other,1,5
2009,SAS,ginobma01,Inactive,5.01,other,1,5
2009,MIA,moonja01,Inactive,1.18,other,1,5
2009,ATL,willima02,Inactive,0.1,other,1,5
2009,NOH,chandty01,Inactive,1.45,other,1,5
2009,CHI,thomati01,Did Not Play,0.25,other,1,6
2009,BOS,garneke01,Inactive,6.56,other,1,6
2009,BOS,powele01,Inactive,1.15,other,1,6
2009,CHI,denglu01,Inactive,0.21,other,1,6
2009,HOU,mcgratr01,Inactive,1.39,other,1,6
2009,ORL,howardw01,Player Suspended,3.42,other,1,6
2009,ORL,nelsoja01,Inactive,3.25,other,1,6
2009,PHI,brandel01,Inactive,0.49,other,1,6
2009,ATL,horfoal01,Did Not Play,0.38,other,1,6
2009,MIA,onealje01,Not With Team,0.76,other,1,6
2009,MIA,moonja01,Inactive,1.18,other,1,6
2009,CHI,thomati01,Did Not Play,0.25,other,1,7
2009,BOS,allento01,Did Not Play,0.11,other,1,7
2009,CHI,denglu01,Inactive,0.21,other,1,7
2009,BOS,garneke01,Inactive,6.56,other,1,7
2009,BOS,powele01,Inactive,1.15,other,1,7
2009,ATL,willima02,Did Not Play,0.1,other,1,7
2009,MIA,moonja01,Inactive,1.18,other,1,7
2009,DEN,balkmre01,Did Not Play,1.5,other,2,1
2009,ORL,nelsoja01,Inactive,3.25,other,2,1
2009,BOS,garneke01,Inactive,6.56,other,2,1
2009,BOS,powele01,Inactive,1.15,other,2,1
2009,HOU,mcgratr01,Inactive,1.39,opponent,2,1
2009,ORL,nelsoja01,Inactive,3.25,other,2,2
2009,BOS,garneke01,Inactive,6.56,other,2,2
2009,BOS,powele01,Inactive,1.15,other,2,2
2009,HOU,mcgratr01,Inactive,1.39,opponent,2,2
2009,ATL,horfoal01,Inactive,0.38,other,2,2
2009,ATL,willima02,Inactive,0.1,other,2,2
2009,LAL,fishede01,Player Suspended,1.67,winner,2,3
2009,HOU,mcgratr01,Inactive,1.39,opponent,2,3
2009,BOS,garneke01,Inactive,6.56,other,2,3
2009,BOS,powele01,Inactive,1.15,other,2,3
2009,ORL,nelsoja01,Inactive,3.25,other,2,3
2009,DEN,balkmre01,Did Not Play,1.5,other,2,3
2009,HOU,mingya01,Did Not Dress,3.74,opponent,2,4
2009,HOU,mcgratr01,Inactive,1.39,opponent,2,4
2009,BOS,allento01,Did Not Play,0.11,other,2,4
2009,BOS,garneke01,Inactive,6.56,other,2,4
2009,BOS,powele01,Inactive,1.15,other,2,4
2009,ORL,nelsoja01,Inactive,3.25,other,2,4
2009,DEN,anderch01,Did Not Dress,1.08,other,2,4
2009,BOS,allento01,Did Not Play,0.11,other,2,5
2009,ORL,nelsoja01,Inactive,3.25,other,2,5
2009,BOS,garneke01,Inactive,6.56,other,2,5
2009,BOS,powele01,Inactive,1.15,other,2,5
2009,HOU,mcgratr01,Inactive,1.39,opponent,2,5
2009,HOU,mingya01,Inactive,3.74,opponent,2,5
2009,HOU,mcgratr01,Inactive,1.39,opponent,2,6
2009,HOU,mingya01,Inactive,3.74,opponent,2,6
2009,BOS,allento01,Did Not Play,0.11,other,2,6
2009,BOS,garneke01,Inactive,6.56,other,2,6
2009,BOS,powele01,Inactive,1.15,other,2,6
2009,ORL,nelsoja01,Inactive,3.25,other,2,6
2009,ORL,nelsoja01,Inactive,3.25,other,2,7
2009,BOS,garneke01,Inactive,6.56,other,2,7
2009,BOS,powele01,Inactive,1.15,other,2,7
2009,HOU,mcgratr01,Inactive,1.39,opponent,2,7
2009,HOU,mingya01,Inactive,3.74,opponent,2,7
2009,DEN,balkmre01,Did Not Play,1.5,opponent,3,1
2009,ORL,nelsoja01,Inactive,3.25,other,3,1
2009,DEN,balkmre01,Inactive,1.5,opponent,3,2
2009,ORL,nelsoja01,Inactive,3.25,other,3,2
2009,DEN,balkmre01,Did Not Play,1.5,opponent,3,3
2009,ORL,nelsoja01,Inactive,3.25,other,3,3
2009,ORL,nelsoja01,Inactive,3.25,other,3,4
2009,DEN,balkmre01,Did Not Play,1.5,opponent,3,5
2009,ORL,nelsoja01,Inactive,3.25,other,3,5
2009,ORL,nelsoja01,Inactive,3.25,other,3,6
2010,MIL,bogutan01,Inactive,2.63,other,1,1
2010,UTA,kirilan01,Inactive,3.85,other,1,1
2010,DEN,balkmre01,Inactive,1.29,other,1,1
2010,DAL,beaubro01,Did Not Play,0.14,other,1,1
2010,OKC,whitedj01,Did Not Play,0.43,opponent,1,1
2010,OKC,weaveky01,Inactive,0.43,opponent,1,1
2010,POR,odengr01,Inactive,1.69,other,1,1
2010,POR,przybjo01,Inactive,0.38,other,1,1
2010,POR,roybr01,Inactive,2.08,other,1,1
2010,UTA,okurme01,Not With Team,0.69,other,1,2
2010,UTA,kirilan01,Inactive,3.85,other,1,2
2010,DEN,balkmre01,Inactive,1.29,other,1,2
2010,MIL,bogutan01,Inactive,2.63,other,1,2
2010,BOS,garneke01,Player Suspended,5.11,other,1,2
2010,OKC,whitedj01,Did Not Play,0.43,opponent,1,2
2010,OKC,weaveky01,Inactive,0.43,opponent,1,2
2010,POR,odengr01,Inactive,1.69,other,1,2
2010,POR,przybjo01,Inactive,0.38,other,1,2
2010,POR,roybr01,Inactive,2.08,other,1,2
2010,DAL,beaubro01,Did Not Play,0.14,other,1,2
2010,OKC,weaveky01,Did Not Play,0.43,opponent,1,3
2010,OKC,whitedj01,Inactive,0.43,opponent,1,3
2010,POR,odengr01,Inactive,1.69,other,1,3
2010,POR,przybjo01,Inactive,0.38,other,1,3
2010,POR,roybr01,Inactive,2.08,other,1,3
2010,UTA,okurme01,Did Not Play,0.69,other,1,3
2010,DEN,balkmre01,Inactive,1.29,other,1,3
2010,UTA,kirilan01,Inactive,3.85,other,1,3
2010,MIL,bogutan01,Inactive,2.63,other,1,3
2010,OKC,weaveky01,Inactive,0.43,opponent,1,4
2010,OKC,whitedj01,Inactive,0.43,opponent,1,4
2010,POR,odengr01,Inactive,1.69,other,1,4
2010,POR,przybjo01,Inactive,0.38,other,1,4
2010,UTA,okurme01,Did Not Play,0.69,other,1,4
2010,DEN,balkmre01,Inactive,1.29,other,1,4
2010,UTA,kirilan01,Inactive,3.85,other,1,4
2010,MIL,bogutan01,Inactive,2.63,other,1,4
2010,POR,odengr01,Inactive,1.69,other,1,5
2010,POR,przybjo01,Inactive,0.38,other,1,5
2010,CLE,ilgauzy01,Did Not Play,0.2,other,1,5
2010,DAL,dampier01,Did Not Play,0.53,other,1,5
2010,OKC,whitedj01,Inactive,0.43,opponent,1,5
2010,MIL,bogutan01,Inactive,2.63,other,1,5
2010,UTA,okurme01,Not With Team,0.69,other,1,5
2010,UTA,kirilan01,Inactive,3.85,other,1,5
2010,DEN,balkmre01,Inactive,1.29,other,1,5
2010,POR,odengr01,Inactive,1.69,other,1,6
2010,POR,przybjo01,Inactive,0.38,other,1,6
2010,MIL,bogutan01,Inactive,2.63,other,1,6
2010,OKC,weaveky01,Did Not Play,0.43,opponent,1,6
2010,OKC,whitedj01,Inactive,0.43,opponent,1,6
2010,DEN,balkmre01,Did Not Play,1.29,other,1,6
2010,UTA,okurme01,Did Not Play,0.69,other,1,6
2010,DEN,hilarne01,Inactive,3.76,other,1,6
2010,UTA,kirilan01,Inactive,3.85,other,1,6
2010,MIL,bogutan01,Did Not Play,2.63,other,1,7
2010,UTA,okurme01,Not With Team,0.69,opponent,2,1
2010,UTA,kirilan01,Inactive,3.85,opponent,2,1
2010,CLE,ilgauzy01,Did Not Play,0.2,other,2,2
2010,UTA,okurme01,Not With Team,0.69,opponent,2,2
2010,UTA,kirilan01,Inactive,3.85,opponent,2,2
2010,CLE,ilgauzy01,Did Not Play,0.2,other,2,3
2010,UTA,okurme01,Inactive,0.69,opponent,2,3
2010,CLE,ilgauzy01,Did Not Play,0.2,other,2,4
2010,UTA,okurme01,Inactive,0.69,opponent,2,4
2010,ORL,anderry01,Did Not Play,0.6,other,3,1
2010,ORL,anderry01,Did Not Play,0.6,other,3,2
2010,ORL,anderry01,Did Not Play,0.6,other,3,4
2010,ORL,anderry01,Did Not Play,0.6,other,3,5
2010,ORL,anderry01,Did Not Play,0.6,other,3,6
2010,BOS,perkike01,Inactive,1.73,opponent,4,7
2011,POR,odengr01,Inactive,1.91,opponent,1,1
2011,DAL,butleca01,Inactive,0.91,winner,1,1
2011,NYK,balkmre01,Inactive,0.55,other,1,1
2011,BOS,onealsh01,Inactive,1.58,other,1,1
2011,NOH,westda01,Inactive,0.85,other,1,1
2011,DEN,afflaar01,Inactive,0.13,other,1,1
2011,SAS,splitti01,Did Not Play,0.05,other,1,1
2011,MEM,gayru01,Inactive,2.09,other,1,1
2011,SAS,ginobma01,Inactive,5.2,other,1,1
2011,NYK,balkmre01,Inactive,0.55,other,1,2
2011,NYK,billuch01,Inactive,0.61,other,1,2
2011,BOS,onealsh01,Inactive,1.58,other,1,2
2011,POR,odengr01,Inactive,1.91,opponent,1,2
2011,DAL,butleca01,Inactive,0.91,winner,1,2
2011,NOH,westda01,Inactive,0.85,other,1,2
2011,DEN,afflaar01,Inactive,0.13,other,1,2
2011,SAS,splitti01,Did Not Play,0.05,other,1,2
2011,MEM,gayru01,Inactive,2.09,other,1,2
2011,DAL,butleca01,Inactive,0.91,winner,1,3
2011,POR,odengr01,Inactive,1.91,opponent,1,3
2011,NOH,westda01,Inactive,0.85,other,1,3
2011,BOS,onealsh01,Inactive,1.58,other,1,3
2011,NYK,balkmre01,Inactive,0.55,other,1,3
2011,NYK,billuch01,Inactive,0.61,other,1,3
2011,SAS,splitti01,Did Not Play,0.05,other,1,3
2011,MEM,gayru01,Inactive,2.09,other,1,3
2011,DAL,butleca01,Inactive,0.91,winner,1,4
2011,POR,odengr01,Inactive,1.91,opponent,1,4
2011,ORL,richaja01,Player Suspended,0.66,other,1,4
2011,NOH,westda01,Inactive,0.85,other,1,4
2011,BOS,onealsh01,Inactive,1.58,other,1,4
2011,NYK,balkmre01,Inactive,0.55,other,1,4
2011,NYK,billuch01,Inactive,0.61,other,1,4
2011,POR,odengr01,Inactive,1.91,opponent,1,5
2011,DAL,butleca01,Inactive,0.91,winner,1,5
2011,MEM,gayru01,Inactive,2.09,other,1,4
2011,NOH,westda01,Inactive,0.85,other,1,5
2011,MEM,gayru01,Inactive,2.09,other,1,5
2011,NOH,westda01,Inactive,0.85,other,1,6
2011,DAL,butleca01,Inactive,0.91,winner,1,6
2011,POR,odengr01,Inactive,1.91,opponent,1,6
2011,MEM,gayru01,Inactive,2.09,other,1,6
2011,BOS,onealsh01,Inactive,1.58,other,2,1
2011,MEM,gayru01,Inactive,2.09,other,2,1
2011,DAL,butleca01,Inactive,0.91,winner,2,1
2011,BOS,onealsh01,Inactive,1.58,other,2,2
2011,MEM,gayru01,Inactive,2.09,other,2,2
2011,DAL,butleca01,Inactive,0.91,winner,2,2
2011,LAL,artesro01,Player Suspended,2.45,opponent,2,3
2011,DAL,butleca01,Inactive,0.91,winner,2,3
2011,MEM,gayru01,Inactive,2.09,other,2,3
2011,DAL,butleca01,Inactive,0.91,winner,2,4
2011,MEM,gayru01,Inactive,2.09,other,2,4
2011,BOS,onealsh01,Inactive,1.58,other,2,5
2011,MEM,gayru01,Inactive,2.09,other,2,5
2011,MEM,gayru01,Inactive,2.09,other,2,6
2011,MEM,gayru01,Inactive,2.09,other,2,7
2011,DAL,butleca01,Inactive,0.91,winner,3,1
2011,DAL,butleca01,Inactive,0.91,winner,3,2
2011,DAL,butleca01,Inactive,0.91,winner,3,3
2011,MIA,jonesja02,Did Not Play,0.12,other,3,3
2011,DAL,butleca01,Inactive,0.91,winner,3,4
2011,MIA,jonesja02,Did Not Play,0.12,other,3,4
2011,DAL,butleca01,Inactive,0.91,winner,3,5
2011,MIA,jonesja02,Did Not Play,0.12,other,3,5
2011,MIA,jonesja02,Did Not Play,0.12,opponent,4,1
2011,DAL,butleca01,Inactive,0.91,winner,4,1
2011,MIA,jonesja02,Did Not Play,0.12,opponent,4,2
2011,DAL,butleca01,Inactive,0.91,winner,4,2
2011,MIA,jonesja02,Did Not Play,0.12,opponent,4,3
2011,DAL,butleca01,Inactive,0.91,winner,4,3
2011,DAL,haywobr01,Inactive,0.8,winner,4,3
2011,MIA,jonesja02,Did Not Play,0.12,opponent,4,4
2011,DAL,butleca01,Inactive,0.91,winner,4,4
2011,MIA,jonesja02,Did Not Play,0.12,opponent,4,5
2011,DAL,butleca01,Inactive,0.91,winner,4,5
2011,DAL,haywobr01,Inactive,0.8,winner,4,5
2011,DAL,haywobr01,Did Not Play,0.8,winner,4,6
2011,MIA,jonesja02,Did Not Play,0.12,opponent,4,6
2011,DAL,butleca01,Inactive,0.91,winner,4,6
2012,ORL,howardw01,Inactive,4.05,other,1,1
2012,IND,fosteje01,Inactive,1.3,other,1,1
2012,NYK,linje01,Inactive,1.76,opponent,1,1
2012,DAL,beaubro01,Did Not Play,0.3,other,1,1
2012,ATL,radmavl01,Did Not Play,0.06,other,1,1
2012,ATL,horfoal01,Inactive,2.09,other,1,1
2012,DEN,anderch01,Did Not Play,1.54,other,1,1
2012,LAL,artesro01,Player Suspended,1.32,other,1,1
2012,DEN,chandwi01,Inactive,0.36,other,1,1
2012,MEM,haddaha01,Did Not Play,0.42,other,1,1
2012,LAC,billuch01,Inactive,0.17,other,1,1
2012,UTA,milescj01,Inactive,0.42,other,1,1
2012,UTA,watsoea01,Inactive,0.69,other,1,1
2012,ORL,howardw01,Inactive,4.05,other,1,2
2012,IND,fosteje01,Inactive,1.3,other,1,2
2012,MIA,turiaro01,Did Not Play,0.86,winner,1,2
2012,NYK,linje01,Inactive,1.76,opponent,1,2
2012,BOS,rondora01,Player Suspended,0.77,other,1,2
2012,ATL,radmavl01,Did Not Play,0.06,other,1,2
2012,ATL,horfoal01,Inactive,2.09,other,1,2
2012,CHI,rosede01,Inactive,2.73,other,1,2
2012,DEN,anderch01,Did Not Play,1.54,other,1,2
2012,LAL,artesro01,Player Suspended,1.32,other,1,2
2012,DEN,chandwi01,Inactive,0.36,other,1,2
2012,MEM,haddaha01,Did Not Play,0.42,other,1,2
2012,LAC,billuch01,Inactive,0.17,other,1,2
2012,LAC,butleca01,Inactive,0.15,other,1,2
2012,IND,fosteje01,Inactive,1.3,other,1,3
2012,ORL,howardw01,Inactive,4.05,other,1,3
2012,SAS,splitti01,Did Not Play,1.51,other,1,2
2012,UTA,milescj01,Inactive,0.42,other,1,2
2012,UTA,watsoea01,Inactive,0.69,other,1,2
2012,MIA,turiaro01,Did Not Play,0.86,winner,1,3
2012,NYK,linje01,Inactive,1.76,opponent,1,3
2012,NYK,stoudam01,Inactive,0.02,opponent,1,3
2012,ATL,smithjo03,Did Not Dress,3.47,other,1,3
2012,ATL,horfoal01,Inactive,2.09,other,1,3
2012,LAL,artesro01,Player Suspended,1.32,other,1,3
2012,DEN,anderch01,Did Not Play,1.54,other,1,3
2012,DEN,chandwi01,Inactive,0.36,other,1,3
2012,CHI,brewero02,Did Not Play,0.56,other,1,3
2012,CHI,rosede01,Inactive,2.73,other,1,3
2012,DAL,beaubro01,Did Not Play,0.3,other,1,4
2012,MEM,haddaha01,Did Not Play,0.42,other,1,3
2012,LAC,billuch01,Inactive,0.17,other,1,3
2012,IND,fosteje01,Inactive,1.3,other,1,4
2012,ORL,howardw01,Inactive,4.05,other,1,4
2012,UTA,evansje01,Did Not Play,0.7,other,1,3
2012,UTA,milescj01,Inactive,0.42,other,1,3
2012,UTA,watsoea01,Inactive,0.69,other,1,3
2012,LAL,artesro01,Player Suspended,1.32,other,1,4
2012,DEN,anderch01,Did Not Play,1.54,other,1,4
2012,DEN,chandwi01,Inactive,0.36,other,1,4
2012,MIA,turiaro01,Did Not Play,0.86,winner,1,4
2012,NYK,linje01,Inactive,1.76,opponent,1,4
2012,CHI,noahjo01,Did Not Dress,1.76,other,1,4
2012,CHI,rosede01,Inactive,2.73,other,1,4
2012,LAC,billuch01,Inactive,0.17,other,1,4
2012,UTA,evansje01,Did Not Play,0.7,other,1,4
2012,UTA,milescj01,Inactive,0.42,other,1,4
2012,UTA,watsoea01,Inactive,0.69,other,1,4
2012,ATL,radmavl01,Did Not Play,0.06,other,1,5
2012,CHI,noahjo01,Did Not Dress,1.76,other,1,5
2012,CHI,rosede01,Inactive,2.73,other,1,5
2012,ORL,howardw01,Inactive,4.05,other,1,5
2012,IND,fosteje01,Inactive,1.3,other,1,5
2012,DEN,anderch01,Did Not Play,1.54,other,1,5
2012,DEN,chandwi01,Inactive,0.36,other,1,5
2012,LAL,artesro01,Inactive,1.32,other,1,5
2012,LAC,billuch01,Inactive,0.17,other,1,5
2012,MIA,turiaro01,Did Not Play,0.86,winner,1,5
2012,NYK,davisba01,Inactive,0.63,opponent,1,5
2012,NYK,linje01,Inactive,1.76,opponent,1,5
2012,ATL,radmavl01,Did Not Play,0.06,other,1,6
2012,DEN,anderch01,Did Not Play,1.54,other,1,6
2012,LAL,artesro01,Inactive,1.32,other,1,6
2012,DEN,chandwi01,Inactive,0.36,other,1,6
2012,CHI,noahjo01,Did Not Play,1.76,other,1,6
2012,PHI,allenla01,Did Not Play,0.04,other,1,6
2012,CHI,rosede01,Inactive,2.73,other,1,6
2012,LAC,billuch01,Inactive,0.17,other,1,6
2012,DEN,chandwi01,Did Not Play,0.36,other,1,7
2012,DEN,anderch01,Inactive,1.54,other,1,7
2012,LAC,billuch01,Inactive,0.17,other,1,7
2012,IND,fosteje01,Inactive,1.3,opponent,2,1
2012,IND,fosteje01,Inactive,1.3,opponent,2,2
2012,MIA,boshch01,Inactive,2.64,winner,2,2
2012,LAC,billuch01,Inactive,0.17,other,2,1
2012,MIA,boshch01,Inactive,2.64,winner,2,3
2012,IND,fosteje01,Inactive,1.3,opponent,2,3
2012,LAC,billuch01,Inactive,0.17,other,2,2
2012,LAC,billuch01,Inactive,0.17,other,2,3
2012,MIA,boshch01,Inactive,2.64,winner,2,4
2012,IND,fosteje01,Inactive,1.3,opponent,2,4
2012,LAC,billuch01,Inactive,0.17,other,2,4
2012,LAL,barnema02,Did Not Play,0.44,other,2,5
2012,IND,fosteje01,Inactive,1.3,opponent,2,5
2012,MIA,boshch01,Inactive,2.64,winner,2,5
2012,MIA,boshch01,Inactive,2.64,winner,2,6
2012,IND,fosteje01,Inactive,1.3,opponent,2,6
2012,MIA,boshch01,Inactive,2.64,winner,3,1
2012,MIA,boshch01,Inactive,2.64,winner,3,2
2012,MIA,boshch01,Inactive,2.64,winner,3,3
2012,MIA,turiaro01,Did Not Play,0.86,winner,3,4
2012,MIA,boshch01,Inactive,2.64,winner,3,4
2012,MIA,anthojo01,Did Not Play,0.09,winner,3,5
2012,MIA,turiaro01,Did Not Play,0.86,winner,3,5
2012,SAS,bonnema01,Did Not Play,2.36,other,3,6
2012,MIA,anthojo01,Did Not Play,0.09,winner,3,7
2012,MIA,turiaro01,Did Not Play,0.86,winner,3,7
2012,MIA,turiaro01,Did Not Play,0.86,winner,4,1
2012,MIA,anthojo01,Did Not Play,0.09,winner,4,2
2012,MIA,turiaro01,Did Not Play,0.86,winner,4,2
2012,MIA,anthojo01,Did Not Play,0.09,winner,4,3
2012,MIA,turiaro01,Did Not Play,0.86,winner,4,3
2012,MIA,anthojo01,Did Not Play,0.09,winner,4,4
2012,MIA,turiaro01,Did Not Play,0.86,winner,4,4
2012,MIA,anthojo01,Did Not Play,0.09,winner,4,5
2013,CHI,rosede01,Inactive,2.66,other,1,1
2013,DEN,farieke01,Did Not Play,0.83,other,1,1
2013,GSW,rushbr01,Inactive,0.68,other,1,1
2013,DEN,gallida01,Inactive,2.36,other,1,1
2013,BOS,rondora01,Inactive,0.65,other,1,1
2013,NYK,prigipa01,Inactive,1.61,other,1,1
2013,NYK,stoudam01,Inactive,0.73,other,1,1
2013,IND,grangda01,Inactive,2.04,other,1,1
2013,LAL,bryanko01,Inactive,2.35,other,1,1
2013,CHI,rosede01,Inactive,2.66,other,1,2
2013,GSW,rushbr01,Inactive,0.68,other,1,2
2013,DEN,gallida01,Inactive,2.36,other,1,2
2013,BOS,rondora01,Inactive,0.65,other,1,2
2013,NYK,stoudam01,Inactive,0.73,other,1,2
2013,IND,grangda01,Inactive,2.04,other,1,2
2013,LAL,bryanko01,Inactive,2.35,other,1,2
2013,CHI,rosede01,Inactive,2.66,other,1,3
2013,MIL,ayongu01,Did Not Play,0.02,opponent,1,3
2013,NYK,stoudam01,Inactive,0.73,other,1,3
2013,BOS,rondora01,Inactive,0.65,other,1,3
2013,DEN,gallida01,Inactive,2.36,other,1,3
2013,GSW,rushbr01,Inactive,0.68,other,1,3
2013,LAL,nashst01,Did Not Dress,1.95,other,1,3
2013,LAL,bryanko01,Inactive,2.35,other,1,3
2013,IND,grangda01,Inactive,2.04,other,1,3
2013,CHI,rosede01,Inactive,2.66,other,1,4
2013,OKC,westbru01,Inactive,4.82,other,1,3
2013,NYK,copelch01,Did Not Play,0.06,other,1,4
2013,NYK,smithjr01,Player Suspended,2.32,other,1,4
2013,BOS,leeco01,Did Not Play,0.1,other,1,4
2013,NYK,stoudam01,Inactive,0.73,other,1,4
2013,BOS,rondora01,Inactive,0.65,other,1,4
2013,DEN,gallida01,Inactive,2.36,other,1,4
2013,GSW,rushbr01,Inactive,0.68,other,1,4
2013,LAL,artesro01,Not With Team,1.7,other,1,4
2013,LAL,nashst01,Did Not Dress,1.95,other,1,4
2013,SAS,splitti01,Inactive,2.58,other,1,4
2013,LAL,bryanko01,Inactive,2.35,other,1,4
2013,MIA,wadedw01,Did Not Play,5.47,winner,1,4
2013,IND,grangda01,Inactive,2.04,other,1,4
2013,CHI,rosede01,Inactive,2.66,other,1,5
2013,OKC,westbru01,Inactive,4.82,other,1,4
2013,GSW,rushbr01,Inactive,0.68,other,1,5
2013,DEN,gallida01,Inactive,2.36,other,1,5
2013,IND,grangda01,Inactive,2.04,other,1,5
2013,BOS,leeco01,Did Not Play,0.1,other,1,5
2013,NYK,copelch01,Did Not Play,0.06,other,1,5
2013,BOS,rondora01,Inactive,0.65,other,1,5
2013,NYK,stoudam01,Inactive,0.73,other,1,5
2013,OKC,westbru01,Inactive,4.82,other,1,5
2013,CHI,denglu01,Not With Team,1.71,other,1,6
2013,CHI,rosede01,Inactive,2.66,other,1,6
2013,DEN,gallida01,Inactive,2.36,other,1,6
2013,GSW,rushbr01,Inactive,0.68,other,1,6
2013,IND,grangda01,Inactive,2.04,other,1,6
2013,NYK,copelch01,Did Not Play,0.06,other,1,6
2013,NYK,novakst01,Inactive,0.36,other,1,6
2013,NYK,stoudam01,Inactive,0.73,other,1,6
2013,BOS,rondora01,Inactive,0.65,other,1,6
2013,OKC,westbru01,Inactive,4.82,other,1,6
2013,HOU,delfica01,Inactive,0.33,other,1,6
2013,CHI,denglu01,Inactive,1.71,other,1,7
2013,CHI,rosede01,Inactive,2.66,other,1,7
2013,IND,grangda01,Inactive,2.04,other,2,1
2013,NYK,novakst01,Inactive,0.36,other,2,1
2013,NYK,stoudam01,Inactive,0.73,other,2,1
2013,OKC,westbru01,Inactive,4.82,other,2,1
2013,CHI,denglu01,Inactive,1.71,opponent,2,1
2013,CHI,rosede01,Inactive,2.66,opponent,2,1
2013,GSW,rushbr01,Inactive,0.68,other,2,1
2013,SAS,splitti01,Inactive,2.58,other,2,1
2013,IND,grangda01,Inactive,2.04,other,2,2
2013,NYK,stoudam01,Inactive,0.73,other,2,2
2013,OKC,westbru01,Inactive,4.82,other,2,2
2013,CHI,denglu01,Inactive,1.71,opponent,2,2
2013,CHI,rosede01,Inactive,2.66,opponent,2,2
2013,GSW,rushbr01,Inactive,0.68,other,2,2
2013,CHI,denglu01,Inactive,1.71,opponent,2,3
2013,CHI,rosede01,Inactive,2.66,opponent,2,3
2013,GSW,rushbr01,Inactive,0.68,other,2,3
2013,IND,grangda01,Inactive,2.04,other,2,3
2013,OKC,westbru01,Inactive,4.82,other,2,3
2013,GSW,rushbr01,Inactive,0.68,other,2,4
2013,CHI,denglu01,Did Not Dress,1.71,opponent,2,4
2013,CHI,rosede01,Inactive,2.66,opponent,2,4
